time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1776182400000,,,0,,,connected,sit
0.0000,1776182400000,79,30.7,0,,,,
0.0667,1776182404000,81,33.3,0,,,,
0.1333,1776182408000,80,32.6,0,,,,
0.2000,1776182412000,81,31.8,0,,,,
0.2667,1776182416000,80,30.8,0,,,,
0.3333,1776182420000,79,33.1,0,,,,
0.4000,1776182424000,80,33.4,0,,,,
0.4667,1776182428000,81,32.9,0,,,,
0.5333,1776182432000,79,33,0,,,,
0.6000,1776182436000,82,31.5,0,,,,
0.6667,1776182440000,79,32.6,0,,,,
0.7333,1776182444000,80,32.3,0,,,,
0.8000,1776182448000,81,31.5,0,,,,
0.8667,1776182452000,79,31.1,0,,,,
0.9333,1776182456000,80,31.5,0,,,,
1.0000,1776182460000,81,33.7,0,,,,
1.0667,1776182464000,80,33.6,0,,,,
1.1333,1776182468000,79,33.8,0,,,,
1.2000,1776182472000,81,31.4,0,,,,
1.2667,1776182476000,82,31,0,,,,
1.3333,1776182480000,81,34,0,,,,
1.4000,1776182484000,82,33.9,0,,,,
1.4667,1776182488000,81,33.9,0,,,,
1.5333,1776182492000,81,32.8,0,,,,
1.6000,1776182496000,82,33.2,0,,,,
1.6667,1776182500000,80,31.3,0,,,,
1.7333,1776182504000,82,33.5,0,,,,
1.8000,1776182508000,80,31.3,0,,,,
1.8667,1776182512000,82,32.8,0,,,,
1.9333,1776182516000,81,33.5,0,,,,
2.0000,1776182520000,82,32.6,0,,,,
2.0667,1776182524000,82,32.8,0,,,,
2.1333,1776182528000,80,34.1,0,,,,
2.2000,1776182532000,82,31.5,0,,,,
2.2667,1776182536000,82,33.5,0,,,,
2.3333,1776182540000,80,33.6,0,,,,
2.4000,1776182544000,81,31.8,0,,,,
2.4667,1776182548000,80,33,0,,,,
2.5333,1776182552000,81,32.1,0,,,,
2.6000,1776182556000,81,34,0,,,,
2.6667,1776182560000,82,33.8,0,,,,
2.7333,1776182564000,82,32.3,0,,,,
2.8000,1776182568000,81,34.5,0,,,,
2.8667,1776182572000,81,32.6,0,,,,
2.9333,1776182576000,80,34.5,0,,,,
3.0000,1776182580000,83,34.2,0,,,,
3.0667,1776182584000,80,33.3,0,,,,
3.1333,1776182588000,80,31.9,0,,,,
3.2000,1776182592000,80,33.9,0,,,,
3.2667,1776182596000,80,32.1,0,,,,
3.3333,1776182600000,82,34.6,0,,,,
3.4000,1776182604000,81,32.3,0,,,,
3.4667,1776182608000,82,33.5,0,,,,
3.5333,1776182612000,82,32,0,,,,
3.6000,1776182616000,82,32.8,0,,,,
3.6667,1776182620000,83,34.3,0,,,,
3.7333,1776182624000,81,33.6,0,,,,
3.8000,1776182628000,81,32.7,0,,,,
3.8667,1776182632000,80,32.4,0,,,,
3.9333,1776182636000,81,32.9,0,,,,
4.0000,1776182640000,81,32.8,0,,,,
4.0667,1776182644000,80,32.7,0,,,,
4.1333,1776182648000,82,33.6,0,,,,
4.2000,1776182652000,83,34.5,0,,,,
4.2667,1776182656000,81,33.1,0,,,,
4.3333,1776182660000,82,35,0,,,,
4.4000,1776182664000,81,33.2,0,,,,
4.4667,1776182668000,81,33.9,0,,,,
4.5333,1776182672000,81,33.2,0,,,,
4.6000,1776182676000,82,32.5,0,,,,
4.6667,1776182680000,83,35.2,0,,,,
4.7333,1776182684000,81,34.5,0,,,,
4.8000,1776182688000,83,35.3,0,,,,
4.8667,1776182692000,81,34.4,0,,,,
4.9333,1776182696000,83,32.8,0,,,,
5.0000,1776182700000,82,34.8,0,,,,stand
5.0667,1776182704000,86,34.1,0,,,,
5.1333,1776182708000,88,33.2,0,,,,
5.2000,1776182712000,94,29.6,0,,,,
