time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1776877200000,,,0,,,connected,sit
0.0000,1776877200000,81,33.2,0,,,,
0.0667,1776877204000,80,33.2,0,,,,
0.1333,1776877208000,80,33.8,0,,,,
0.2000,1776877212000,80,32.6,0,,,,
0.2667,1776877216000,79,33.4,0,,,,
0.3333,1776877220000,79,32.7,0,,,,
0.4000,1776877224000,81,33.8,0,,,,
0.4667,1776877228000,81,33.5,0,,,,
0.5333,1776877232000,79,34.3,0,,,,
0.6000,1776877236000,82,34.1,0,,,,
0.6667,1776877240000,79,35.3,0,,,,
0.7333,1776877244000,80,33.6,0,,,,
0.8000,1776877248000,81,34.2,0,,,,
0.8667,1776877252000,79,33.1,0,,,,
0.9333,1776877256000,81,35.4,0,,,,
1.0000,1776877260000,80,33.1,0,,,,
1.0667,1776877264000,81,34.9,0,,,,
1.1333,1776877268000,82,33,0,,,,
1.2000,1776877272000,81,33.2,0,,,,
1.2667,1776877276000,81,34.4,0,,,,
1.3333,1776877280000,80,33.2,0,,,,
1.4000,1776877284000,81,33.6,0,,,,
1.4667,1776877288000,81,34.4,0,,,,
1.5333,1776877292000,81,36,0,,,,
1.6000,1776877296000,82,34.7,0,,,,
1.6667,1776877300000,80,36.1,0,,,,
1.7333,1776877304000,82,34.3,0,,,,
1.8000,1776877308000,81,36.1,0,,,,
1.8667,1776877312000,81,34.2,0,,,,
1.9333,1776877316000,82,33.7,0,,,,
2.0000,1776877320000,82,34.3,0,,,,
2.0667,1776877324000,82,33.5,0,,,,
2.1333,1776877328000,81,34.1,0,,,,
2.2000,1776877332000,81,33.4,0,,,,
2.2667,1776877336000,81,34.5,0,,,,
2.3333,1776877340000,81,35.8,0,,,,
2.4000,1776877344000,81,35.4,0,,,,
2.4667,1776877348000,81,35.3,0,,,,
2.5333,1776877352000,81,36.3,0,,,,
2.6000,1776877356000,83,34.7,0,,,,
2.6667,1776877360000,81,34.3,0,,,,
2.7333,1776877364000,82,35.8,0,,,,
2.8000,1776877368000,81,36.5,0,,,,
2.8667,1776877372000,80,33.8,0,,,,
2.9333,1776877376000,82,35.6,0,,,,
3.0000,1776877380000,81,34.6,0,,,,
3.0667,1776877384000,81,35.1,0,,,,
3.1333,1776877388000,83,34.9,0,,,,
3.2000,1776877392000,82,34,0,,,,
3.2667,1776877396000,82,35.5,0,,,,
3.3333,1776877400000,82,34.8,0,,,,
3.4000,1776877404000,81,36.1,0,,,,
3.4667,1776877408000,80,35.6,0,,,,
3.5333,1776877412000,83,36.1,0,,,,
3.6000,1776877416000,81,35.7,0,,,,
3.6667,1776877420000,83,34.8,0,,,,
3.7333,1776877424000,82,36.2,0,,,,
3.8000,1776877428000,83,35.9,0,,,,
3.8667,1776877432000,82,34.9,0,,,,
3.9333,1776877436000,82,35,0,,,,
4.0000,1776877440000,81,34.3,0,,,,
4.0667,1776877444000,81,35.8,0,,,,
4.1333,1776877448000,82,36.4,0,,,,
4.2000,1776877452000,81,35.6,0,,,,
4.2667,1776877456000,82,36.2,0,,,,
4.3333,1776877460000,82,35,0,,,,
4.4000,1776877464000,81,35.3,0,,,,
4.4667,1776877468000,82,34.3,0,,,,
4.5333,1776877472000,82,34.7,0,,,,
4.6000,1776877476000,82,34.6,0,,,,
4.6667,1776877480000,81,34.4,0,,,,
4.7333,1776877484000,81,34.6,0,,,,
4.8000,1776877488000,83,36.8,0,,,,
4.8667,1776877492000,82,35.2,0,,,,
4.9333,1776877496000,81,35.2,0,,,,
5.0000,1776877500000,83,36.3,0,,,,
5.0667,1776877504000,81,35.5,0,,,,
5.1333,1776877508000,82,35,0,,,,
