time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1777093200000,,,0,,,connected,sit
0.0000,1777093200000,73,44.1,0,,,,
0.0667,1777093204000,74,43.2,0,,,,
0.1333,1777093208000,75,45.2,0,,,,
0.2000,1777093212000,76,43.5,0,,,,
0.2667,1777093216000,73,43.9,0,,,,
0.3333,1777093220000,73,44.5,0,,,,
0.4000,1777093224000,76,43,0,,,,
0.4667,1777093228000,74,44.6,0,,,,
0.5333,1777093232000,75,43.3,0,,,,
0.6000,1777093236000,75,45.2,0,,,,
0.6667,1777093240000,74,44,0,,,,
0.7333,1777093244000,73,44.2,0,,,,
0.8000,1777093248000,75,44.2,0,,,,
0.8667,1777093252000,75,44.3,0,,,,
0.9333,1777093256000,74,43,0,,,,
1.0000,1777093260000,74,43.6,0,,,,
1.0667,1777093264000,75,43.3,0,,,,
1.1333,1777093268000,76,44.3,0,,,,
1.2000,1777093272000,76,44.8,0,,,,
1.2667,1777093276000,74,45.9,0,,,,
1.3333,1777093280000,76,43.4,0,,,,
1.4000,1777093284000,75,43.5,0,,,,
1.4667,1777093288000,74,43.1,0,,,,
1.5333,1777093292000,76,45.4,0,,,,
1.6000,1777093296000,76,43.5,0,,,,
1.6667,1777093300000,75,45.9,0,,,,
1.7333,1777093304000,76,44.4,0,,,,
1.8000,1777093308000,75,45.4,0,,,,
1.8667,1777093312000,74,44.9,0,,,,
1.9333,1777093316000,74,45.7,0,,,,
2.0000,1777093320000,74,45.6,0,,,,
2.0667,1777093324000,74,43.6,0,,,,
2.1333,1777093328000,76,45.5,0,,,,
2.2000,1777093332000,76,44.6,0,,,,
2.2667,1777093336000,76,46.3,0,,,,
2.3333,1777093340000,76,45.8,0,,,,
2.4000,1777093344000,74,45.2,0,,,,
2.4667,1777093348000,75,46.5,0,,,,
2.5333,1777093352000,76,46.2,0,,,,
2.6000,1777093356000,75,44.6,0,,,,
2.6667,1777093360000,76,44.4,0,,,,
2.7333,1777093364000,75,45.6,0,,,,
2.8000,1777093368000,75,45.3,0,,,,
2.8667,1777093372000,74,45.7,0,,,,
2.9333,1777093376000,74,44.8,0,,,,
3.0000,1777093380000,77,44.8,0,,,,
3.0667,1777093384000,75,46.6,0,,,,
3.1333,1777093388000,77,45.6,0,,,,
3.2000,1777093392000,75,44,0,,,,
3.2667,1777093396000,76,44.4,0,,,,
3.3333,1777093400000,75,44.5,0,,,,
3.4000,1777093404000,76,45.6,0,,,,
3.4667,1777093408000,76,46.6,0,,,,
3.5333,1777093412000,77,45.3,0,,,,
3.6000,1777093416000,76,45,0,,,,
3.6667,1777093420000,76,46.3,0,,,,
