time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1776722400000,,,0,,,connected,sit
0.0000,1776722400000,83,26.5,0,,,,
0.0667,1776722404000,85,24.8,0,,,,
0.1333,1776722408000,85,24.7,0,,,,
0.2000,1776722412000,85,26,0,,,,
0.2667,1776722416000,84,26.4,0,,,,
0.3333,1776722420000,84,26.4,0,,,,
0.4000,1776722424000,83,26,0,,,,
0.4667,1776722428000,84,26.4,0,,,,
0.5333,1776722432000,83,25.2,0,,,,
0.6000,1776722436000,84,25,0,,,,
0.6667,1776722440000,83,27.2,0,,,,
0.7333,1776722444000,83,27.4,0,,,,
0.8000,1776722448000,83,25.5,0,,,,
0.8667,1776722452000,83,27.7,0,,,,
0.9333,1776722456000,84,25.3,0,,,,
1.0000,1776722460000,85,26.2,0,,,,
1.0667,1776722464000,86,27.3,0,,,,
1.1333,1776722468000,86,27.3,0,,,,
1.2000,1776722472000,85,26.7,0,,,,
1.2667,1776722476000,86,25.6,0,,,,
1.3333,1776722480000,84,27.1,0,,,,
1.4000,1776722484000,86,25.4,0,,,,
1.4667,1776722488000,85,26.6,0,,,,
1.5333,1776722492000,83,27.8,0,,,,
1.6000,1776722496000,86,27.3,0,,,,
1.6667,1776722500000,85,27.5,0,,,,
1.7333,1776722504000,86,26.4,0,,,,
1.8000,1776722508000,86,26,0,,,,
1.8667,1776722512000,85,27.1,0,,,,
1.9333,1776722516000,85,26,0,,,,
2.0000,1776722520000,85,27.9,0,,,,
2.0667,1776722524000,86,26.4,0,,,,
2.1333,1776722528000,86,25.7,0,,,,
2.2000,1776722532000,84,26.7,0,,,,
2.2667,1776722536000,85,26.5,0,,,,
2.3333,1776722540000,86,25.9,0,,,,
2.4000,1776722544000,86,27.3,0,,,,
2.4667,1776722548000,86,27.4,0,,,,
2.5333,1776722552000,85,25.8,0,,,,
2.6000,1776722556000,85,25.6,0,,,,
2.6667,1776722560000,85,25.7,0,,,,
2.7333,1776722564000,85,26.7,0,,,,
2.8000,1776722568000,86,27.3,0,,,,
2.8667,1776722572000,85,26.3,0,,,,
2.9333,1776722576000,85,27.9,0,,,,
3.0000,1776722580000,85,27,0,,,,
3.0667,1776722584000,87,28.2,0,,,,
