time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1776438900000,,,0,,,connected,sit
0.0000,1776438900000,77,41.4,0,,,,
0.0667,1776438904000,76,39.3,0,,,,
0.1333,1776438908000,75,41,0,,,,
0.2000,1776438912000,76,38.9,0,,,,
0.2667,1776438916000,75,39.6,0,,,,
0.3333,1776438920000,77,38.7,0,,,,
0.4000,1776438924000,77,41,0,,,,
0.4667,1776438928000,77,41.2,0,,,,
0.5333,1776438932000,77,39.3,0,,,,
0.6000,1776438936000,76,40.3,0,,,,
0.6667,1776438940000,75,38.9,0,,,,
0.7333,1776438944000,76,41.7,0,,,,
0.8000,1776438948000,76,41.3,0,,,,
0.8667,1776438952000,75,39.8,0,,,,
0.9333,1776438956000,76,40,0,,,,
1.0000,1776438960000,75,39.7,0,,,,
1.0667,1776438964000,76,41.3,0,,,,
1.1333,1776438968000,77,41.6,0,,,,
1.2000,1776438972000,76,39.5,0,,,,
1.2667,1776438976000,77,39.5,0,,,,
1.3333,1776438980000,75,40.2,0,,,,
1.4000,1776438984000,77,40.5,0,,,,
1.4667,1776438988000,78,39.3,0,,,,
1.5333,1776438992000,77,39.8,0,,,,
1.6000,1776438996000,77,39.5,0,,,,
1.6667,1776439000000,76,39.6,0,,,,
1.7333,1776439004000,76,41.6,0,,,,
1.8000,1776439008000,76,39.3,0,,,,
1.8667,1776439012000,76,41.8,0,,,,
1.9333,1776439016000,78,41.2,0,,,,
2.0000,1776439020000,77,39.7,0,,,,
2.0667,1776439024000,77,40.1,0,,,,
2.1333,1776439028000,76,39.6,0,,,,
2.2000,1776439032000,77,41.4,0,,,,
2.2667,1776439036000,77,42.1,0,,,,
2.3333,1776439040000,78,39.7,0,,,,
2.4000,1776439044000,76,40.6,0,,,,
2.4667,1776439048000,77,40,0,,,,
2.5333,1776439052000,78,41.6,0,,,,
2.6000,1776439056000,77,39.7,0,,,,
2.6667,1776439060000,78,41.6,0,,,,
2.7333,1776439064000,77,40,0,,,,
2.8000,1776439068000,76,42.5,0,,,,
2.8667,1776439072000,78,41.5,0,,,,
2.9333,1776439076000,78,40.2,0,,,,
3.0000,1776439080000,78,42.2,0,,,,
3.0667,1776439084000,77,40,0,,,,
3.1333,1776439088000,77,42.1,0,,,,
3.2000,1776439092000,79,39.9,0,,,,
3.2667,1776439096000,79,41.9,0,,,,
3.3333,1776439100000,76,41,0,,,,
3.4000,1776439104000,79,40,0,,,,
3.4667,1776439108000,76,42,0,,,,
3.5333,1776439112000,77,42.1,0,,,,
3.6000,1776439116000,77,42.7,0,,,,
3.6667,1776439120000,79,41,0,,,,
3.7333,1776439124000,78,40.2,0,,,,
3.8000,1776439128000,78,41.1,0,,,,
3.8667,1776439132000,78,40.7,0,,,,
3.9333,1776439136000,78,42.2,0,,,,
4.0000,1776439140000,78,40.9,0,,,,
4.0667,1776439144000,79,42.9,0,,,,
4.1333,1776439148000,78,40.1,0,,,,
4.2000,1776439152000,78,42.7,0,,,,
4.2667,1776439156000,77,42.3,0,,,,
4.3333,1776439160000,79,40.7,0,,,,
4.4000,1776439164000,77,41.6,0,,,,
4.4667,1776439168000,78,40.7,0,,,,
4.5333,1776439172000,77,43,0,,,,
4.6000,1776439176000,79,42.7,0,,,,
4.6667,1776439180000,77,42,0,,,,
4.7333,1776439184000,78,43.1,0,,,,
4.8000,1776439188000,79,43.3,0,,,,
4.8667,1776439192000,77,40.9,0,,,,
4.9333,1776439196000,78,42.5,0,,,,
5.0000,1776439200000,78,41.7,0,,,,
5.0667,1776439204000,77,41.4,0,,,,
5.1333,1776439208000,79,41.4,0,,,,
5.2000,1776439212000,78,43.2,0,,,,
5.2667,1776439216000,77,43.3,0,,,,
5.3333,1776439220000,79,41.2,0,,,,
5.4000,1776439224000,78,40.7,0,,,,
5.4667,1776439228000,77,42.2,0,,,,
5.5333,1776439232000,77,40.9,0,,,,
5.6000,1776439236000,79,42.1,0,,,,
5.6667,1776439240000,77,40.7,0,,,,
5.7333,1776439244000,78,40.8,0,,,,
5.8000,1776439248000,76,42.6,0,,,,
5.8667,1776439252000,78,43.5,0,,,,
5.9333,1776439256000,79,42.2,0,,,,
6.0000,1776439260000,78,42.7,0,,,,
6.0667,1776439264000,77,42.6,0,,,,
6.1333,1776439268000,78,42,0,,,,
6.2000,1776439272000,78,41,0,,,,
6.2667,1776439276000,78,42.3,0,,,,
6.3333,1776439280000,79,41.2,0,,,,
6.4000,1776439284000,77,42.1,0,,,,
6.4667,1776439288000,78,41.7,0,,,,
6.5333,1776439292000,78,43,0,,,,
6.6000,1776439296000,78,42.9,0,,,,
6.6667,1776439300000,77,42.8,0,,,,
6.7333,1776439304000,79,42,0,,,,
6.8000,1776439308000,77,42.7,0,,,,
6.8667,1776439312000,78,42.2,0,,,,
6.9333,1776439316000,77,41.5,0,,,,
7.0000,1776439320000,78,43.2,0,,,,
7.0667,1776439324000,77,42.6,0,,,,
7.1333,1776439328000,79,41.2,0,,,,
7.2000,1776439332000,78,41.8,0,,,,
7.2667,1776439336000,79,41.7,0,,,,
7.3333,1776439340000,79,41.4,0,,,,
7.4000,1776439344000,79,44.2,0,,,,
7.4667,1776439348000,77,41.4,0,,,,
7.5333,1776439352000,79,41.8,0,,,,
7.6000,1776439356000,79,43.8,0,,,,
7.6667,1776439360000,79,42.9,0,,,,
7.7333,1776439364000,78,42.2,0,,,,
7.8000,1776439368000,78,43,0,,,,
7.8667,1776439372000,78,43.6,0,,,,
7.9333,1776439376000,77,42.7,0,,,,
8.0000,1776439380000,77,43.4,0,,,,
8.0667,1776439384000,77,41.4,0,,,,
8.1333,1776439388000,79,42.3,0,,,,
8.2000,1776439392000,77,42.9,0,,,,
8.2667,1776439396000,77,42.8,0,,,,
8.3333,1776439400000,77,41.5,0,,,,
8.4000,1776439404000,77,44.5,0,,,,
8.4667,1776439408000,78,43.3,0,,,,
8.5333,1776439412000,79,43.4,0,,,,
8.6000,1776439416000,79,44.2,0,,,,
8.6667,1776439420000,79,42.7,0,,,,
8.7333,1776439424000,79,44.4,0,,,,
8.8000,1776439428000,78,43.6,0,,,,
8.8667,1776439432000,76,43.8,0,,,,
8.9333,1776439436000,79,44.5,0,,,,
9.0000,1776439440000,77,43.4,0,,,,
9.0667,1776439444000,76,42.1,0,,,,
9.1333,1776439448000,79,43.6,0,,,,
9.2000,1776439452000,78,42.6,0,,,,
9.2667,1776439456000,77,42.1,0,,,,
9.3333,1776439460000,78,43.8,0,,,,
9.4000,1776439464000,78,43.6,0,,,,
9.4667,1776439468000,78,42.9,0,,,,
9.5333,1776439472000,76,44.6,0,,,,
9.6000,1776439476000,78,44.2,0,,,,
9.6667,1776439480000,78,43,0,,,,
9.7333,1776439484000,78,43.8,0,,,,
9.8000,1776439488000,78,43.7,0,,,,
9.8667,1776439492000,76,42.8,0,,,,
9.9333,1776439496000,77,44,0,,,,
10.0000,1776439500000,78,44.8,0,,,,
10.0667,1776439504000,77,42.8,0,,,,
10.1333,1776439508000,79,44.5,0,,,,
10.2000,1776439512000,77,43.2,0,,,,
10.2667,1776439516000,76,43.7,0,,,,
10.3333,1776439520000,76,43.9,0,,,,
10.4000,1776439524000,77,42.6,0,,,,
10.4667,1776439528000,77,42.8,0,,,,
10.5333,1776439532000,76,44.6,0,,,,
10.6000,1776439536000,78,44,0,,,,
10.6667,1776439540000,76,42.8,0,,,,
10.7333,1776439544000,76,43,0,,,,
10.8000,1776439548000,76,44.4,0,,,,
10.8667,1776439552000,76,42.3,0,,,,
10.9333,1776439556000,75,43.3,0,,,,
11.0000,1776439560000,77,45,0,,,,
11.0667,1776439564000,78,42.5,0,,,,
11.1333,1776439568000,77,43.4,0,,,,
11.2000,1776439572000,78,42.4,0,,,,
11.2667,1776439576000,75,44.6,0,,,,
11.3333,1776439580000,75,43.5,0,,,,
11.4000,1776439584000,78,42.5,0,,,,
11.4667,1776439588000,78,44.6,0,,,,
11.5333,1776439592000,78,43.9,0,,,,
11.6000,1776439596000,77,44.1,0,,,,
11.6667,1776439600000,75,43.3,0,,,,
11.7333,1776439604000,76,42.9,0,,,,
11.8000,1776439608000,76,43.4,0,,,,
11.8667,1776439612000,77,43.6,0,,,,
11.9333,1776439616000,76,44,0,,,,
12.0000,1776439620000,77,43.7,0,,,,
12.0667,1776439624000,77,44.1,0,,,,
12.1333,1776439628000,75,44.8,0,,,,
12.2000,1776439632000,77,43.6,0,,,,
12.2667,1776439636000,77,44.5,0,,,,
12.3333,1776439640000,76,43.4,0,,,,
12.4000,1776439644000,77,42.4,0,,,,
12.4667,1776439648000,75,44.7,0,,,,
12.5333,1776439652000,76,43.3,0,,,,
12.6000,1776439656000,76,44,0,,,,
12.6667,1776439660000,76,44.4,0,,,,
12.7333,1776439664000,76,43.6,0,,,,
12.8000,1776439668000,75,44.9,0,,,,
12.8667,1776439672000,75,43.1,0,,,,
12.9333,1776439676000,76,45.2,0,,,,
13.0000,1776439680000,75,45.1,0,,,,
13.0667,1776439684000,76,44.4,0,,,,
13.1333,1776439688000,75,43.2,0,,,,
13.2000,1776439692000,74,42.8,0,,,,
13.2667,1776439696000,77,44.9,0,,,,
13.3333,1776439700000,76,43.4,0,,,,
13.4000,1776439704000,76,43.1,0,,,,
13.4667,1776439708000,74,43,0,,,,
13.5333,1776439712000,74,45,0,,,,
13.6000,1776439716000,74,42.8,0,,,,
13.6667,1776439720000,75,44.7,0,,,,
13.7333,1776439724000,75,44.6,0,,,,
13.8000,1776439728000,77,44.8,0,,,,
13.8667,1776439732000,75,44.9,0,,,,
13.9333,1776439736000,76,43,0,,,,
14.0000,1776439740000,75,45.2,0,,,,
14.0667,1776439744000,76,42.9,0,,,,
14.1333,1776439748000,76,45.2,0,,,,
14.2000,1776439752000,75,44.9,0,,,,
14.2667,1776439756000,76,43.2,0,,,,
14.3333,1776439760000,74,44,0,,,,
14.4000,1776439764000,75,44.7,0,,,,
14.4667,1776439768000,75,42.5,0,,,,
14.5333,1776439772000,75,43.4,0,,,,
14.6000,1776439776000,76,43.8,0,,,,
14.6667,1776439780000,75,43.4,0,,,,
14.7333,1776439784000,76,44.9,0,,,,
14.8000,1776439788000,74,44.3,0,,,,
14.8667,1776439792000,76,42.7,0,,,,
14.9333,1776439796000,76,45.2,0,,,,
15.0000,1776439800000,74,43.6,0,,,,
15.0667,1776439804000,75,44,0,,,,
15.1333,1776439808000,74,43.2,0,,,,
15.2000,1776439812000,76,43.4,0,,,,
15.2667,1776439816000,74,44.1,0,,,,
15.3333,1776439820000,73,42.6,0,,,,
15.4000,1776439824000,76,45.3,0,,,,
15.4667,1776439828000,75,43.7,0,,,,
15.5333,1776439832000,75,44.9,0,,,,
15.6000,1776439836000,74,45.2,0,,,,
15.6667,1776439840000,76,43.9,0,,,,
15.7333,1776439844000,73,44.5,0,,,,
15.8000,1776439848000,76,45.5,0,,,,
15.8667,1776439852000,75,45,0,,,,
15.9333,1776439856000,75,44.7,0,,,,
16.0000,1776439860000,73,43.6,0,,,,
16.0667,1776439864000,75,43.6,0,,,,
16.1333,1776439868000,73,42.7,0,,,,
16.2000,1776439872000,76,44.7,0,,,,
16.2667,1776439876000,75,43.8,0,,,,
16.3333,1776439880000,75,44.3,0,,,,
16.4000,1776439884000,75,43.8,0,,,,
16.4667,1776439888000,76,43.4,0,,,,
16.5333,1776439892000,75,43.9,0,,,,
16.6000,1776439896000,74,42.6,0,,,,
16.6667,1776439900000,75,45,0,,,,
16.7333,1776439904000,75,42.7,0,,,,
16.8000,1776439908000,76,43.8,0,,,,
16.8667,1776439912000,74,43.3,0,,,,
16.9333,1776439916000,76,42.7,0,,,,
17.0000,1776439920000,75,42.6,0,,,,
