time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1776988800000,,,0,,,connected,sit
0.0000,1776988800000,87,22.7,0,,,,
0.0667,1776988804000,87,25.1,0,,,,
0.1333,1776988808000,88,22.6,0,,,,
0.2000,1776988812000,89,24,0,,,,
0.2667,1776988816000,88,25.4,0,,,,
0.3333,1776988820000,89,23.9,0,,,,
0.4000,1776988824000,88,23.1,0,,,,
0.4667,1776988828000,88,23,0,,,,
0.5333,1776988832000,88,25.4,0,,,,
0.6000,1776988836000,87,24.9,0,,,,
0.6667,1776988840000,90,25.4,0,,,,
0.7333,1776988844000,89,23.1,0,,,,
0.8000,1776988848000,90,25.3,0,,,,
0.8667,1776988852000,89,25.5,0,,,,
0.9333,1776988856000,87,23.7,0,,,,
1.0000,1776988860000,89,24.8,0,,,,
1.0667,1776988864000,90,23.4,0,,,,
1.1333,1776988868000,90,24.7,0,,,,
1.2000,1776988872000,87,23.4,0,,,,
1.2667,1776988876000,89,24.7,0,,,,
1.3333,1776988880000,88,24.1,0,,,,
1.4000,1776988884000,89,23.6,0,,,,
1.4667,1776988888000,88,24.3,0,,,,
1.5333,1776988892000,89,23.4,0,,,,
1.6000,1776988896000,87,25.7,0,,,,
1.6667,1776988900000,88,26.1,0,,,,
1.7333,1776988904000,90,24.7,0,,,,
1.8000,1776988908000,89,25.3,0,,,,
1.8667,1776988912000,88,25,0,,,,
1.9333,1776988916000,90,26.1,0,,,,
2.0000,1776988920000,90,23.8,0,,,,
2.0667,1776988924000,88,25.4,0,,,,
2.1333,1776988928000,89,25.5,0,,,,
2.2000,1776988932000,89,24.9,0,,,,
2.2667,1776988936000,89,25,0,,,,
2.3333,1776988940000,89,25,0,,,,
2.4000,1776988944000,88,25.9,0,,,,
2.4667,1776988948000,88,25.9,0,,,,
2.5333,1776988952000,90,24,0,,,,
2.6000,1776988956000,88,24.7,0,,,,
2.6667,1776988960000,88,23.9,0,,,,
2.7333,1776988964000,88,26.5,0,,,,
2.8000,1776988968000,91,24.4,0,,,,
2.8667,1776988972000,90,24.6,0,,,,
2.9333,1776988976000,90,26.1,0,,,,
3.0000,1776988980000,90,24.7,0,,,,
3.0667,1776988984000,89,26,0,,,,
3.1333,1776988988000,89,25.1,0,,,,
3.2000,1776988992000,90,25.5,0,,,,
3.2667,1776988996000,88,25.8,0,,,,
3.3333,1776989000000,89,26.7,0,,,,
3.4000,1776989004000,88,26.8,0,,,,
3.4667,1776989008000,90,26.3,0,,,,
3.5333,1776989012000,88,26.5,0,,,,
3.6000,1776989016000,91,24.6,0,,,,
3.6667,1776989020000,89,24,0,,,,
3.7333,1776989024000,90,25,0,,,,
3.8000,1776989028000,90,24,0,,,,
3.8667,1776989032000,91,25.9,0,,,,
