time_min,epoch_ms,hr_bpm,rmssd_ms,palpitation,event,warning,connection,posture
0.0000,1776411000000,,,0,,,connected,sit
0.0000,1776411000000,70,40.8,0,,,,
0.0667,1776411004000,69,42.7,0,,,,
0.1333,1776411008000,70,41.2,0,,,,
0.2000,1776411012000,70,41.7,0,,,,
0.2667,1776411016000,70,43,0,,,,
0.3333,1776411020000,71,41.3,0,,,,
0.4000,1776411024000,70,41.6,0,,,,
0.4667,1776411028000,71,42.4,0,,,,
0.5333,1776411032000,70,42.9,0,,,,
0.6000,1776411036000,71,43.4,0,,,,
0.6667,1776411040000,69,43.5,0,,,,
0.7333,1776411044000,69,42.1,0,,,,
0.8000,1776411048000,71,43.1,0,,,,
0.8667,1776411052000,69,43.8,0,,,,
0.9333,1776411056000,69,43.4,0,,,,
1.0000,1776411060000,70,43.5,0,,,,
1.0667,1776411064000,69,41.9,0,,,,
1.1333,1776411068000,72,41.9,0,,,,
1.2000,1776411072000,71,43.6,0,,,,
1.2667,1776411076000,70,42.4,0,,,,
1.3333,1776411080000,70,42.4,0,,,,
1.4000,1776411084000,69,43.1,0,,,,
1.4667,1776411088000,72,43.5,0,,,,
1.5333,1776411092000,72,44,0,,,,
1.6000,1776411096000,70,43.8,0,,,,
1.6667,1776411100000,72,42.5,0,,,,
1.7333,1776411104000,69,43.3,0,,,,
1.8000,1776411108000,72,43.3,0,,,,
1.8667,1776411112000,71,44.2,0,,,,
1.9333,1776411116000,72,42.6,0,,,,
2.0000,1776411120000,71,44.1,0,,,,
2.0667,1776411124000,72,43.1,0,,,,
2.1333,1776411128000,70,43.2,0,,,,
2.2000,1776411132000,70,42,0,,,,
2.2667,1776411136000,72,42.2,0,,,,
2.3333,1776411140000,72,44.1,0,,,,
2.4000,1776411144000,70,43.3,0,,,,
2.4667,1776411148000,70,43.3,0,,,,
2.5333,1776411152000,72,43,0,,,,
2.6000,1776411156000,71,43,0,,,,
2.6667,1776411160000,71,41.6,0,,,,
2.7333,1776411164000,70,42,0,,,,
2.8000,1776411168000,70,42.1,0,,,,
2.8667,1776411172000,72,43.1,0,,,,
2.9333,1776411176000,73,42.1,0,,,,
3.0000,1776411180000,72,42.5,0,,,,
3.0667,1776411184000,70,43.2,0,,,,
3.1333,1776411188000,71,43,0,,,,
3.2000,1776411192000,71,42.5,0,,,,
3.2667,1776411196000,71,42,0,,,,
3.3333,1776411200000,70,43.5,0,,,,
3.4000,1776411204000,71,44.7,0,,,,
3.4667,1776411208000,71,42.4,0,,,,
3.5333,1776411212000,73,43.2,0,,,,
3.6000,1776411216000,70,42,0,,,,
3.6667,1776411220000,71,43.8,0,,,,
3.7333,1776411224000,73,44.9,0,,,,
3.8000,1776411228000,71,43,0,,,,
3.8667,1776411232000,72,43.3,0,,,,
3.9333,1776411236000,72,44.2,0,,,,
4.0000,1776411240000,72,44.4,0,,,,
4.0667,1776411244000,71,43.3,0,,,,
4.1333,1776411248000,72,43.9,0,,,,
4.2000,1776411252000,73,44.2,0,,,,
4.2667,1776411256000,71,43.9,0,,,,
4.3333,1776411260000,71,44.7,0,,,,
4.4000,1776411264000,72,42.3,0,,,,
4.4667,1776411268000,72,42.5,0,,,,
4.5333,1776411272000,72,42.7,0,,,,
4.6000,1776411276000,73,44,0,,,,
4.6667,1776411280000,73,42.4,0,,,,
4.7333,1776411284000,72,43.1,0,,,,
4.8000,1776411288000,71,45,0,,,,
4.8667,1776411292000,73,44.1,0,,,,
4.9333,1776411296000,73,44.3,0,,,,
5.0000,1776411300000,71,44.1,0,,,,
5.0667,1776411304000,72,45,0,,,,
5.1333,1776411308000,71,45.4,0,,,,
5.2000,1776411312000,71,44.7,0,,,,
5.2667,1776411316000,73,44.1,0,,,,
5.3333,1776411320000,72,43.4,0,,,,
5.4000,1776411324000,72,44.9,0,,,,
5.4667,1776411328000,71,44.1,0,,,,
5.5333,1776411332000,72,44.6,0,,,,
5.6000,1776411336000,72,43.9,0,,,,
5.6667,1776411340000,71,45.4,0,,,,
5.7333,1776411344000,70,45.5,0,,,,
5.8000,1776411348000,73,44.4,0,,,,
5.8667,1776411352000,71,44.1,0,,,,
5.9333,1776411356000,73,45,0,,,,
6.0000,1776411360000,73,44.5,0,,,,
6.0667,1776411364000,72,43.4,0,,,,
6.1333,1776411368000,73,45.1,0,,,,
6.2000,1776411372000,72,44,0,,,,
6.2667,1776411376000,71,44.3,0,,,,
6.3333,1776411380000,72,45.4,0,,,,
6.4000,1776411384000,71,44.2,0,,,,
6.4667,1776411388000,71,45.7,0,,,,
6.5333,1776411392000,71,45.1,0,,,,
6.6000,1776411396000,72,44.7,0,,,,
6.6667,1776411400000,70,44.6,0,,,,
6.7333,1776411404000,73,44,0,,,,
6.8000,1776411408000,72,45.2,0,,,,
6.8667,1776411412000,70,44.9,0,,,,
6.9333,1776411416000,71,45.9,0,,,,
7.0000,1776411420000,71,44.7,0,,,,
7.0667,1776411424000,72,45.9,0,,,,
7.1333,1776411428000,71,44.3,0,,,,
7.2000,1776411432000,70,44.2,0,,,,
7.2667,1776411436000,73,44.2,0,,,,
7.3333,1776411440000,72,45.8,0,,,,
7.4000,1776411444000,71,45.8,0,,,,
7.4667,1776411448000,71,45,0,,,,
7.5333,1776411452000,72,46,0,,,,
7.6000,1776411456000,72,46.5,0,,,,
7.6667,1776411460000,72,47.1,0,,,,
7.7333,1776411464000,70,45.7,0,,,,
7.8000,1776411468000,72,46.6,0,,,,
